EmployeeID,DistrictID,UnitID,RankID,DesignationID,FirstName,GenderID
59,1,13,8,2,Sandeep Patil,1
60,1,13,5,1,Grace Nayak,2
61,1,13,7,2,Girish N,1
62,1,13,5,4,Ashok Acharya D,1
63,1,13,9,2,Deepak Biradar,1
64,1,14,8,4,Rajesh Iyer,1
65,1,14,6,1,Madhu Naik D,1
66,1,14,9,2,Ramya A,2
67,1,14,8,2,Naveen Rao,1
68,1,15,9,2,Nagaraj Setty,1
69,1,15,7,4,Rajesh V,1
70,1,15,5,2,Raghavendra Hiremath,1
71,1,15,5,2,Roopa R,2
72,1,15,8,2,Shivakumar P,1
73,1,16,8,1,Arun Poojary,1
74,1,16,6,2,Vishnu Kulkarni,1
75,1,16,6,2,Naveen Hanumanthappa,1
76,1,16,5,2,Mary T,2
77,1,16,7,2,Imran Poojary,1
78,1,16,9,2,Shankar N,1
79,1,17,9,1,Ayesha Iyer,2
80,1,17,6,2,Anitha Kamath,2
81,1,17,8,2,Gopal Rao,1
82,1,18,6,2,Abdul Gowda,1
83,1,18,9,2,Sowmya Angadi T,2
84,1,18,5,4,David Poojary,1
85,1,18,7,2,Girish V,1
86,1,18,6,4,Sandeep Hanumanthappa,1
87,1,18,5,4,Santosh Rao,1
88,1,19,7,1,Anil Reddy N,1
89,1,19,6,2,Raghavendra Banakar,1
90,1,19,8,1,Deepak Patil,1
91,1,19,9,2,Praveen Kulkarni,1
92,1,19,7,4,Suresh G,1
93,1,20,7,2,Ramesh Acharya,1
94,1,20,8,2,Divya Jadhav,2
95,1,20,9,2,David Shetty,1
96,1,21,8,4,Fathima Patil,2
97,1,21,7,2,Harish Biradar,1
98,1,21,6,1,David Poojary D,1
99,1,21,7,2,Madhu Shetty M,1
100,1,22,7,4,Arun Hegde,1
101,1,22,9,4,Bhavya Kamath,2
102,1,22,6,4,Umesh Jadhav,1
103,1,22,9,2,Arun Kamath,1
104,1,22,7,2,Ashwini V,2
105,1,22,5,4,Srinivas Pai,1
106,1,23,7,2,Arun K,1
107,1,23,9,2,Thomas Reddy,1
108,1,23,7,2,Gopal Banakar,1
109,1,24,6,2,Girish Pai,1
110,1,24,9,2,Harish Murthy,1
111,1,24,6,4,Imran M,1
112,1,24,7,4,Anil Hanumanthappa A,1
113,1,24,6,2,Ramya Acharya,2
114,1,24,6,2,Ganesh Bhat,1
115,1,25,6,1,Rajesh Pai,1
116,1,25,9,2,Manjunath Biradar,1
117,1,25,5,2,Manasa Rao,2
118,1,25,7,1,Nagaraj Hiremath,1
119,1,26,9,4,Arun Shetty,1
120,1,26,9,2,Nagaraj Murthy,1
121,1,26,8,2,Kiran Hegde,1
122,1,27,9,4,Kavya Murthy,2
123,1,27,6,2,Prasad Swamy,1
124,1,27,6,2,Yamuna Murthy,2
125,1,27,8,2,Sandeep Kumar,1
126,1,28,9,1,Rohit Jadhav,1
127,1,28,7,2,Suresh Pai,1
128,1,28,8,2,Chandru Shetty,1
129,1,28,7,2,Shivakumar Kori,1
130,1,28,6,2,Kiran Kumar,1
131,1,29,6,2,Shivakumar Biradar,1
132,1,29,7,2,Ganesh Nayak,1
133,1,29,6,2,Ravi Naik,1
134,1,29,9,2,David Nayak,1
135,1,29,7,2,Abdul Swamy,1
136,1,30,6,2,Ravi Ballal,1
137,1,30,9,2,Karthik Hegde,1
138,1,30,6,2,Yamuna Shetty,2
139,1,30,6,1,Abdul Shetty,1
140,1,30,6,1,Ashok Biradar,1
141,1,31,9,2,Imran Hanumanthappa,1
142,1,31,9,2,Manasa T,2
143,1,31,8,2,Shivakumar Kamath,1
144,1,32,5,2,Sandeep Reddy,1
145,1,32,6,1,Harish Kulkarni,1
146,1,32,9,2,Divya Murthy,2
147,1,32,7,2,Mohan Setty,1
148,1,33,9,2,Kiran Reddy,1
149,1,33,5,2,Basavaraj Kamath,1
150,1,33,6,1,Kavya Poojary,2
151,1,33,9,4,Praveen A,1
152,1,33,9,2,Nandini Poojary A,2
153,1,33,6,4,Manjunath Kumar,1
154,1,34,8,1,Mohan B,1
155,1,34,6,2,Rekha Murthy,2
156,1,34,9,2,Pooja Ballal,2
157,1,34,8,1,David Patil,1
158,1,34,7,1,Manasa Iyer,2
159,1,35,9,2,Raghavendra M,1
160,1,35,6,1,Ashok R,1
161,1,35,7,2,Vijay Naik,1
162,1,35,8,1,Karthik Naik,1
163,1,36,5,2,Ashok Kamath,1
164,1,36,9,1,Rohit Devaraj,1
165,1,36,8,1,Srinivas S,1
166,1,36,7,2,Ashok Kamath,1
167,1,36,8,1,Madhu Ballal,1
168,1,37,8,2,Mohan N,1
169,1,37,6,2,Karthik Iyer,1
170,1,37,9,2,Shankar Biradar A,1
171,1,37,7,2,Vinay Rao,1
172,1,37,6,1,Padma Patil N,2
173,1,37,6,2,Prasad M,1
174,1,38,7,2,Shankar Pai,1
175,1,38,5,1,Santosh Hegde,1
176,1,38,7,2,Raghavendra Hanumanthappa,1
177,1,38,7,1,Abdul Kumar,1
178,1,38,8,2,Harish Setty,1
179,1,38,6,1,Darshan Murthy,1
180,1,39,8,2,Manjunath Murthy D,1
181,1,39,5,2,Manjunath Iyer,1
182,1,39,9,2,Ashok Hegde,1
183,1,39,6,4,Venkatesh Swamy,1
184,1,39,8,2,Nandini Rao,2
185,1,39,6,2,Abdul Kori,1
186,1,40,8,1,David Desai,1
187,1,40,6,1,Srinivas Reddy,1
188,1,40,9,2,Kiran V,1
189,1,40,7,2,Manjunath Hegde,1
190,1,41,7,2,Bharathi T,2
191,1,41,8,2,Prakash Pai,1
192,1,41,7,4,Rajesh Iyer,1
193,1,41,5,1,Anitha Desai,2
194,1,41,9,1,Nandini N,2
195,1,41,6,4,David Hiremath,1
196,1,42,7,2,Arun N,1
197,1,42,8,1,Gopal Poojary,1
198,1,42,6,4,Sunil Kulkarni,1
199,1,43,9,2,Abdul Murthy,1
200,1,43,6,2,Ashok D,1
201,1,43,8,2,Girish Setty,1
202,1,43,6,1,Divya Pai,2
203,1,43,9,2,Basavaraj Rao,1
204,1,44,9,4,Rekha Murthy,2
205,1,44,5,2,Gopal V,1
206,1,44,8,1,Imran Gowda,1
207,1,45,9,1,Harish Ballal,1
208,1,45,5,4,Anitha Biradar,2
209,1,45,7,2,Ravi Devaraj R,1
210,1,45,7,2,Suresh Bhat N,1
211,1,46,7,2,Manjunath Iyer,1
212,1,46,6,4,Ramesh K,1
213,1,46,9,4,Harish Swamy,1
214,1,47,5,4,Suresh Gowda,1
215,1,47,6,2,Syed Bhat,1
216,1,47,6,2,David Acharya,1
217,1,48,6,2,Chandru T,1
218,1,48,7,2,Shankar Hegde,1
219,1,48,6,2,Thomas Hanumanthappa,1
220,1,49,5,1,Umesh Ballal S,1
221,1,49,8,1,Ashok K,1
222,1,49,7,4,Kavya Kulkarni,2
223,1,49,7,2,Venkatesh Poojary,1
224,1,49,9,2,Yamuna Kamath,2
225,1,50,6,2,Abdul Kori,1
226,1,50,9,4,Lokesh Biradar,1
227,1,50,7,1,Shankar Patil,1
228,1,50,8,4,Fathima Banakar,2
229,1,50,9,2,Rekha V,2
230,1,50,9,2,Rohit Bhat,1
231,1,51,6,1,Thomas S,1
232,1,51,9,1,Arun G,1
233,1,51,9,4,Imran Swamy,1
234,1,51,6,1,Sandeep Bhat,1
235,1,51,8,4,Ganesh Rao,1
236,1,51,8,1,Madhu Devaraj,1
237,1,52,7,2,Raghavendra Ballal,1
238,1,52,6,2,Abdul Pai,1
239,1,52,6,2,Venkatesh P,1
240,1,52,6,1,Sunitha Nayak,2
241,1,53,5,4,Lakshmi P,2
242,1,53,9,1,Imran Kamath,1
243,1,53,8,1,Gopal Bhat R,1
244,1,53,5,2,Ravi Acharya,1
245,1,54,6,4,Karthik Setty,1
246,1,54,7,4,Thomas Nayak,1
247,1,54,6,2,Ashok Rao,1
248,1,54,9,2,Grace Swamy,2
249,1,55,8,1,Manjunath Gowda,1
250,1,55,8,1,Sahana Iyer G,2
251,1,55,6,2,Thomas Kamath,1
252,1,56,9,4,Arun L,1
253,1,56,7,4,Manjunath Patil P,1
254,1,56,8,2,Karthik K,1
255,1,57,9,4,Ayesha Biradar,2
256,1,57,6,2,Manjunath Acharya,1
257,1,57,6,1,Karthik Kulkarni,1
258,1,57,9,2,Manjunath Hiremath,1
259,1,58,8,2,Pooja Rao,2
260,1,58,8,2,Suresh H,1
261,1,58,6,2,Arun S,1
262,1,58,5,1,Karthik Iyer,1
263,1,58,6,2,Sandeep Ballal,1
264,1,58,6,1,Lokesh Jadhav,1
265,1,59,9,2,Basavaraj Jadhav,1
266,1,59,6,1,Manasa Desai G,2
267,1,59,9,2,Prasad G,1
268,1,60,6,2,Rajesh Kumar,1
269,1,60,9,4,Sandeep Hegde,1
270,1,60,8,1,Madhu Jadhav,1
271,1,60,6,4,Ravi Hiremath,1
272,1,60,7,2,Vinay Prasad,1
273,1,61,9,2,Kiran Poojary K,1
274,1,61,5,4,Rohit Swamy,1
275,1,61,6,1,Arun Acharya,1
276,1,61,7,1,Srinivas Hanumanthappa,1
277,1,61,6,2,Vinay G,1
278,1,61,8,2,Ramesh G,1
279,1,62,8,4,Harish Desai,1
280,1,62,9,2,Ravi Rao T,1
281,1,62,9,1,Ashok Kumar K,1
282,1,62,8,2,David Kamath,1
283,1,62,5,2,Bhavya Gowda,2
284,1,63,6,2,Gopal Iyer,1
285,1,63,9,2,Vishnu K,1
286,1,63,7,2,Praveen Jadhav,1
287,1,63,8,2,Geetha B,2
288,1,63,7,2,Bhavya Gowda,2
289,1,64,9,2,Fathima Hiremath,2
290,1,64,6,2,Prasad Hiremath,1
291,1,64,5,4,Raghavendra Naik,1
292,1,65,6,2,Ashwini Kamath,2
293,1,65,7,2,Sunil Prasad,1
294,1,65,6,2,Abdul Desai,1
295,1,66,8,2,Lokesh Kumar G,1
296,1,66,6,2,Ganesh Angadi,1
297,1,66,9,4,Mohan Shetty,1
298,1,67,7,4,Rajesh Kori,1
299,1,67,6,2,Prasad Banakar,1
300,1,67,6,2,Prakash Reddy,1
301,1,67,6,2,Roopa Kumar,2
302,1,67,6,4,Bharathi Kulkarni,2
303,1,67,6,4,Anil L,1
304,1,68,7,2,Anil Shetty,1
305,1,68,6,2,Yamuna Shetty,2
306,1,68,9,2,Shankar Banakar,1
307,1,68,5,2,Kiran Kumar,1
308,1,68,8,2,Karthik Murthy,1
309,1,69,5,1,Chandru N,1
310,1,69,5,1,Darshan Kori,1
311,1,69,7,2,Uma Prasad,2
312,1,70,6,2,Vishnu Patil,1
313,1,70,6,1,Sahana Hiremath,2
314,1,70,6,2,Ashok Banakar,1
315,1,70,9,2,David Murthy,1
316,1,70,9,1,Vijay L,1
317,1,71,7,4,Manjunath G,1
318,1,71,9,4,Rekha Rao,2
319,1,71,9,2,Umesh Prasad,1
320,1,72,8,4,Sahana Devaraj,2
321,1,72,6,2,Nagaraj Bhat,1
322,1,72,6,2,Shankar Devaraj,1
323,1,72,7,2,Ashok Naik,1
324,1,72,8,2,Girish Kori,1
325,1,72,6,2,Vishnu Nayak T,1
326,1,73,8,2,Lokesh Kori,1
327,1,73,9,4,Srinivas Kamath,1
328,1,73,8,2,Deepak Poojary,1
329,1,73,9,1,Sowmya Banakar,2
330,1,74,7,2,Mohan Biradar,1
331,1,74,8,2,Syed Ballal,1
332,1,74,8,2,Shwetha Shetty,2
333,1,74,6,4,Arun Acharya,1
334,1,74,8,2,Harish Bhat,1
335,1,74,9,2,Santosh Bhat,1
336,1,75,7,2,Basavaraj V,1
337,1,75,6,2,Kiran Setty,1
338,1,75,7,4,Vishnu Hanumanthappa,1
339,1,75,7,2,Girish R,1
340,1,75,7,4,Girish Devaraj,1
341,1,75,9,2,Shivakumar Ballal,1
342,1,76,7,2,Darshan P,1
343,1,76,8,4,Venkatesh Iyer L,1
344,1,76,7,2,Vinay Gowda,1
345,1,77,7,2,Ramesh L,1
346,1,77,7,4,Santosh Gowda,1
347,1,77,9,1,Deepak Ballal,1
348,1,77,6,1,Ramesh N,1
349,1,78,8,2,Imran Devaraj,1
350,1,78,5,2,Arun Nayak,1
351,1,78,6,1,Naveen Hiremath,1
352,1,78,9,2,Anitha Reddy,2
353,1,79,8,4,Yogesh A,1
354,1,79,6,1,Raghavendra M,1
355,1,79,8,2,Yogesh Ballal,1
356,1,79,9,2,Naveen R,1
357,1,80,9,2,Manjunath Iyer,1
358,1,80,6,2,Suresh Hanumanthappa T,1
359,1,80,9,4,Basavaraj Poojary,1
360,1,80,6,2,Suresh G,1
361,1,81,8,2,Deepak Bhat,1
362,1,81,6,2,Vinay Devaraj,1
363,1,81,8,2,Basavaraj Gowda,1
364,1,82,7,2,Syed Murthy,1
365,1,82,8,2,Santosh Bhat,1
366,1,82,6,4,Praveen Hanumanthappa,1
367,1,82,7,4,Sandeep Setty D,1
368,1,82,8,1,Geetha Ballal,2
369,1,82,6,2,Rohit Acharya,1
370,1,83,9,1,Mahesh Pai,1
371,1,83,9,2,Mohan Swamy,1
372,1,83,9,2,Venkatesh Biradar,1
373,1,84,7,2,Madhu Setty,1
374,1,84,6,2,Manjunath Biradar,1
375,1,84,6,1,Lokesh Angadi,1
376,1,84,7,2,Deepak Nayak,1
377,1,84,6,1,Naveen Rao V,1
378,1,84,6,2,Chandru Kori,1
379,1,85,5,2,Basavaraj Kulkarni,1
380,1,85,9,1,Prasad Swamy,1
381,1,85,6,4,Mary Shetty,2
382,1,85,8,2,Harish Hegde,1
383,1,85,8,4,Kiran Angadi V,1
384,1,85,9,2,Darshan Kumar,1
385,1,86,9,1,Basavaraj B,1
386,1,86,8,2,Sahana Acharya,2
387,1,86,9,2,Manasa Desai,2
388,1,86,7,2,Girish Desai,1
389,1,86,9,4,Imran Kumar,1
390,1,87,8,4,Abdul Kumar,1
391,1,87,9,1,Shivakumar Hanumanthappa,1
392,1,87,9,2,David Acharya,1
393,1,87,6,4,Santosh Bhat,1
394,1,87,7,2,Vinay Kulkarni,1
395,1,87,6,2,Vijay Iyer,1
396,1,88,5,2,Naveen A,1
397,1,88,7,1,Rajesh Banakar,1
398,1,88,8,1,Rajesh Reddy,1
399,1,88,6,1,Prakash Reddy,1
400,1,88,6,2,Gopal Hegde,1
401,1,88,7,4,Sowmya Iyer,2
402,1,89,5,4,Srinivas Poojary,1
403,1,89,9,2,Suresh Gowda G,1
404,1,89,7,1,Girish Devaraj,1
405,1,89,5,2,Praveen D,1
406,1,90,5,1,Ashok Shetty,1
407,1,90,8,2,Harish Acharya,1
408,1,90,9,1,Sunil Angadi,1
409,1,90,8,1,Chandru Kori,1
410,1,90,9,2,Sandeep Prasad,1
411,1,91,8,2,Pooja Pai T,2
412,1,91,8,1,Karthik H,1
413,1,91,5,2,Lakshmi Desai,2
414,1,91,9,2,Basavaraj Poojary,1
415,1,92,9,2,Kiran Gowda,1
416,1,92,8,2,Kiran Biradar,1
417,1,92,9,2,Shivakumar Patil,1
418,1,92,7,2,Bharathi Hiremath K,2
419,1,92,8,2,Praveen Biradar,1
420,1,93,5,4,Rohit Devaraj,1
421,1,93,8,2,Naveen Prasad,1
422,1,93,7,1,Girish Prasad,1
423,1,93,9,1,Thomas Shetty,1
424,1,93,8,4,Deepak Reddy,1
425,1,93,9,4,Praveen Hegde,1
426,1,94,6,2,Ashok Shetty,1
427,1,94,8,4,Praveen B,1
428,1,94,6,1,Naveen Biradar,1
429,1,94,8,4,Ashok Nayak L,1
430,1,94,7,2,Venkatesh Gowda,1
431,1,95,8,2,Roopa Kumar,2
432,1,95,8,2,Roopa Rao B,2
433,1,95,7,2,Suresh Reddy L,1
434,1,96,9,2,Manjunath Prasad,1
435,1,96,8,4,Prasad Swamy,1
436,1,96,8,1,Shankar Biradar R,1
437,1,96,7,2,Chaitra Setty,2
438,1,96,9,1,Karthik G,1
439,1,97,9,2,Girish Hegde,1
440,1,97,5,2,Chandru Kumar,1
441,1,97,7,1,Suresh Patil,1
442,1,97,7,2,Manjunath Swamy,1
443,1,98,8,2,Mohan Patil,1
444,1,98,6,4,Nagaraj Swamy,1
445,1,98,9,2,Syed Poojary,1
446,1,98,5,2,Vijay Nayak,1
447,1,98,9,2,Srinivas Murthy A,1
448,1,98,5,4,Thomas Shetty H,1
449,1,99,9,4,Syed Pai,1
450,1,99,6,2,Basavaraj Hegde,1
451,1,99,5,2,Arun Reddy,1
452,1,100,9,2,Shivakumar Hanumanthappa,1
453,1,100,7,4,Ganesh Pai,1
454,1,100,9,1,Bharathi Hegde,2
455,1,100,7,4,Venkatesh Iyer,1
456,1,100,8,2,Sujatha Banakar,2
457,1,101,7,4,Lakshmi Patil,2
458,1,101,6,2,Vinay Rao,1
459,1,101,8,4,Madhu Acharya,1
460,1,101,6,2,Santosh Gowda,1
461,1,101,9,2,Vijay Nayak,1
462,1,101,7,2,Vinay Banakar L,1
463,1,102,9,1,Yamuna Swamy A,2
464,1,102,9,2,Mahesh Kori,1
465,1,102,6,4,Rohit Naik,1
466,1,102,7,2,Arun D,1
467,1,102,9,2,Rajesh Acharya,1
468,1,103,6,1,Prasad Hanumanthappa,1
469,1,103,6,1,Kiran Swamy,1
470,1,103,9,4,Yogesh Kulkarni,1
471,1,103,8,1,Deepak H,1
472,1,104,7,2,Umesh Setty V,1
473,1,104,9,1,Prakash Kori,1
474,1,104,9,2,Vishnu Pai,1
475,1,104,9,1,Ravi Jadhav,1
476,1,104,9,2,Rajesh Acharya,1
477,1,105,5,2,Sushma V,2
478,1,105,7,4,Harish Setty,1
479,1,105,8,2,Divya Angadi,2
480,1,105,7,1,Pooja Banakar H,2
481,1,106,6,2,Naveen Ballal,1
482,1,106,8,4,Prakash Reddy,1
483,1,106,8,2,Nandini Pai P,2
484,1,106,9,2,Santosh Banakar,1
485,1,106,9,2,Prakash Ballal,1
486,1,106,7,1,Umesh Gowda,1
487,1,107,6,4,Deepa Jadhav,2
488,1,107,7,1,Imran Setty,1
489,1,107,5,2,Shankar Kulkarni,1
490,1,108,5,2,Sahana G,2
491,1,108,8,2,Rohit Kumar,1
492,1,108,7,2,Vijay Ballal,1
493,1,108,8,4,Vijay Rao,1
494,1,108,9,2,Santosh L,1
495,1,108,6,1,Rajesh B,1
496,1,109,9,2,Syed Rao,1
497,1,109,7,2,Suresh Patil,1
498,1,109,6,2,Padma Kamath,2
499,1,110,8,2,Deepa B,2
500,1,110,5,2,Yogesh Desai,1
501,1,110,6,2,Chaitra Banakar,2
502,1,111,7,2,Girish Murthy,1
503,1,111,6,2,Mahesh Acharya N,1
504,1,111,8,2,Yogesh Banakar,1
505,1,111,7,1,Ramesh Rao,1
506,1,111,8,4,Ashok L,1
507,1,112,6,2,Imran Kori,1
508,1,112,8,2,Srinivas Hiremath,1
509,1,112,5,4,Sunil Biradar,1
510,1,112,5,2,Karthik Pai D,1
511,1,112,5,2,Sushma Kamath,2
512,1,112,6,2,Yamuna Kumar,2
513,1,113,5,4,Manjunath Biradar,1
514,1,113,7,2,Manjunath Hanumanthappa,1
515,1,113,6,2,Harish Bhat,1
516,1,113,8,2,Srinivas Devaraj S,1
517,1,113,5,2,Shankar Kulkarni,1
518,1,113,9,4,Arun M,1
519,1,114,8,2,Lakshmi Prasad,2
520,1,114,5,2,Bhavya Hanumanthappa,2
521,1,114,8,1,Lokesh Swamy,1
522,1,114,7,2,Umesh Desai,1
523,1,114,7,2,Basavaraj Desai,1
524,1,115,5,4,Umesh Biradar,1
525,1,115,8,2,Sandeep N,1
526,1,115,7,2,Harish Poojary,1
527,1,115,8,2,David Gowda,1
528,1,115,8,2,Suresh Hegde,1
529,1,115,5,2,Anil L,1
530,1,116,6,2,Abdul Banakar,1
531,1,116,6,1,Kiran Biradar,1
532,1,116,8,2,Mahesh G,1
533,1,116,7,2,Madhu Angadi D,1
534,1,116,6,2,Suresh Devaraj,1
535,1,116,5,2,Shankar Rao,1
536,1,117,8,2,Yogesh Reddy,1
537,1,117,9,4,Fathima Setty,2
538,1,117,9,1,Arun Prasad,1
539,1,117,5,2,Ravi Acharya,1
540,1,117,6,4,Manjunath Hanumanthappa,1
541,1,118,7,2,Shankar Swamy,1
542,1,118,7,2,Rajesh Jadhav,1
543,1,118,6,2,Sandeep Kamath,1
544,1,119,7,1,Sunil Desai,1
545,1,119,8,2,Prakash Bhat,1
546,1,119,9,2,Ashok Nayak K,1
547,1,119,7,2,Umesh Shetty T,1
548,1,120,8,2,Syed Gowda,1
549,1,120,5,2,Ashok Naik,1
550,1,120,7,2,Sushma Prasad,2
551,1,120,8,2,Manjunath Pai,1
552,1,120,6,4,Yogesh Jadhav,1
553,2,121,9,1,Sowmya Setty L,2
554,2,121,8,2,Sunil K,1
555,2,121,9,2,Fathima Murthy,2
556,2,121,6,2,Deepak Biradar,1
557,2,121,8,2,Arun Banakar,1
558,2,121,9,2,Kavya Ballal,2
559,2,122,7,2,Ravi Rao,1
560,2,122,9,2,Abdul Iyer,1
561,2,122,6,4,Padma Reddy,2
562,2,123,6,2,Ramesh Kori,1
563,2,123,6,4,Suresh Hiremath,1
564,2,123,7,1,Girish B,1
565,2,124,5,2,Nagaraj Kumar R,1
566,2,124,8,2,Vijay Poojary,1
567,2,124,9,2,Gopal Nayak,1
568,2,124,6,2,Shankar G,1
569,2,124,8,2,Geetha Pai,2
570,2,125,5,2,Ravi Iyer,1
571,2,125,5,2,Harish Jadhav V,1
572,2,125,8,2,Madhu Naik,1
573,2,125,9,2,Basavaraj Bhat,1
574,2,125,7,1,Raghavendra Acharya,1
575,2,126,6,2,Yogesh Biradar,1
576,2,126,9,2,Thomas Naik,1
577,2,126,6,2,Deepa S,2
578,2,126,5,4,Basavaraj Naik,1
579,2,126,7,2,Sunil Hegde,1
580,2,127,7,2,Vishnu Hiremath,1
581,2,127,8,4,Ashok Prasad,1
582,2,127,7,2,Venkatesh Banakar,1
583,2,127,5,4,Kiran Naik,1
584,2,127,8,1,Mohan Hanumanthappa,1
585,2,127,9,4,Vishnu Hegde,1
586,2,128,7,2,Geetha Jadhav,2
587,2,128,8,1,Darshan R,1
588,2,128,9,2,Vishnu Kulkarni,1
589,2,129,9,2,Karthik H,1
590,2,129,7,2,Chandru Rao,1
591,2,129,6,2,Uma Hegde,2
592,2,129,7,1,Shankar Patil,1
593,2,129,9,1,Imran Kulkarni A,1
594,2,130,5,2,Sandeep Angadi,1
595,2,130,5,4,Sunitha Swamy,2
596,2,130,7,2,Chandru Kulkarni,1
597,2,130,8,2,Yogesh Pai,1
598,2,130,5,4,Padma P,2
599,2,131,9,2,Ramesh Kamath,1
600,2,131,6,1,Abdul Kumar,1
601,2,131,7,2,Raghavendra Jadhav H,1
602,2,131,9,2,Ganesh G,1
603,2,131,9,2,Prasad Kulkarni,1
604,2,131,9,2,Thomas Kumar,1
605,2,132,6,2,David Swamy,1
606,2,132,9,2,Ramesh Biradar,1
607,2,132,7,2,Girish Kamath,1
608,2,133,7,2,Ashwini Hiremath,2
609,2,133,6,2,Sunitha Devaraj,2
610,2,133,9,1,Ramesh Shetty,1
611,2,134,7,2,Manjunath B,1
612,2,134,9,2,Arun Reddy,1
613,2,134,6,2,Lokesh Shetty,1
614,2,135,9,1,Prakash Banakar,1
615,2,135,7,2,Ganesh Poojary,1
616,2,135,9,2,Suresh V,1
617,2,135,6,2,Mahesh Murthy,1
618,2,135,5,2,David M,1
619,2,135,8,1,Sunil Poojary D,1
620,3,136,7,2,Rajesh Kamath,1
621,3,136,6,2,Kiran P,1
622,3,136,6,2,Sujatha P,2
623,3,136,8,2,Vinay Desai,1
624,3,136,8,4,Girish Pai,1
625,3,136,9,2,Ashok Poojary,1
626,3,137,9,2,Ayesha Poojary,2
627,3,137,5,4,Chandru Prasad P,1
628,3,137,7,2,Sunil H,1
629,3,138,9,2,Ayesha Acharya,2
630,3,138,8,2,Mahesh Nayak,1
631,3,138,7,2,Ashok Nayak,1
632,3,138,8,2,Ravi H,1
633,3,139,6,4,Shankar Banakar,1
634,3,139,6,2,Naveen Murthy,1
635,3,139,9,4,Nandini Rao,2
636,3,139,7,2,Praveen Banakar,1
637,3,139,6,2,Gopal T,1
638,3,140,9,2,Vijay N,1
639,3,140,9,2,Thomas Kulkarni,1
640,3,140,8,2,David Kori,1
641,3,140,8,4,Yogesh Biradar M,1
642,3,140,8,1,Ashok G,1
643,3,141,6,1,Deepak Biradar,1
644,3,141,6,2,Arun Kamath,1
645,3,141,6,2,Harish Hanumanthappa,1
646,3,141,7,1,Raghavendra Prasad,1
647,3,141,8,4,Sujatha Banakar,2
648,3,141,9,2,Manjunath Nayak,1
649,3,142,9,2,Venkatesh Patil,1
650,3,142,8,2,Uma Kulkarni,2
651,3,142,7,2,Mohan Banakar,1
652,3,142,9,4,Karthik Kulkarni,1
653,3,143,7,2,Chandru Acharya P,1
654,3,143,6,2,Raghavendra Shetty,1
655,3,143,9,2,Girish Setty,1
656,3,143,8,2,Prasad Angadi,1
657,3,144,7,2,Harish Hanumanthappa,1
658,3,144,7,2,Srinivas Rao,1
659,3,144,5,1,Ganesh Nayak,1
660,3,144,6,2,Ravi Prasad,1
661,3,144,8,1,Thomas Banakar,1
662,3,145,5,2,Meena Banakar,2
663,3,145,5,1,Girish Acharya,1
664,3,145,9,2,Naveen Kamath,1
665,3,145,9,2,Prasad Acharya,1
666,3,145,5,1,Anil Bhat,1
