VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
271,216,Nandini Iyer,20,2,0
272,216,Rekha Swamy,28,2,0
273,217,Padma Prasad,44,2,0
274,218,Lakshmi Hanumanthappa,73,2,0
275,219,Deepa Prasad,67,2,0
276,220,Vishnu Acharya,41,1,0
277,221,Raghavendra Ballal,69,1,0
278,222,Rekha D,61,2,0
279,223,Syed Jadhav,67,1,0
280,224,Prasad Banakar,48,1,0
281,225,Bharathi Hanumanthappa,16,2,0
282,226,Abdul Kamath,55,1,0
283,227,Naveen P,68,1,0
284,228,Chaitra P,79,2,0
285,228,Ramya Devaraj,16,2,0
286,229,Praveen D,69,1,0
287,230,Deepak Biradar G,40,1,0
288,231,Vishnu Kulkarni,52,1,0
289,232,Bharathi M,60,2,0
290,233,Meena Kamath,62,2,0
291,233,Arun Shetty,41,1,0
292,234,Yogesh Rao,52,1,0
293,235,Grace Hanumanthappa,61,2,0
294,236,Ravi Biradar,67,1,0
295,237,Harish Iyer,60,1,0
296,238,Bhavya Hanumanthappa,27,2,0
297,239,Sunil M,39,1,0
298,239,Sandeep Devaraj G,44,1,0
299,240,Deepa Kulkarni,46,2,0
300,241,Rekha Poojary,40,2,0
301,242,Prakash Kamath,53,1,0
302,242,Sahana Desai,70,2,0
303,243,Divya Hegde,47,2,0
304,243,Srinivas Biradar,31,1,0
305,243,Bharathi Banakar,29,2,0
306,244,Sunitha Kori M,40,2,0
307,244,Mary G,23,2,0
308,245,Syed Acharya,37,1,0
309,245,Gopal V,29,1,0
310,246,Fathima Naik,38,2,0
311,247,Sahana Shetty,33,2,0
312,248,Girish Naik,39,1,0
313,249,Lokesh Pai,28,1,0
314,249,Bhavya Reddy,39,2,0
315,249,Deepak Kamath,48,1,0
316,250,Shwetha Ballal,70,2,0
317,251,Prasad Prasad,72,3,0
318,252,Fathima Kumar,20,2,0
319,253,Venkatesh Pai,28,1,0
320,254,Divya Iyer R,54,2,0
321,254,Ravi Desai,59,1,0
322,255,Chaitra Kumar,80,2,0
323,256,Prasad Swamy,49,1,0
324,256,Meena Shetty,53,2,0
325,256,David L,26,1,0
326,257,Prasad Kori,62,1,0
327,258,Prakash Pai,59,1,0
328,259,Kiran Setty,17,1,0
329,260,Deepa Banakar,49,2,0
330,261,Ravi K,35,1,0
331,262,Shankar Angadi,26,1,0
332,263,Chaitra Devaraj,52,2,0
333,263,Raghavendra Banakar,25,1,0
334,264,Mahesh Iyer,31,1,0
335,265,Ashwini Naik,21,2,0
336,266,Padma Ballal,34,2,0
337,267,Deepak Patil,52,1,0
338,268,Geetha A,70,2,0
339,269,Yogesh Hanumanthappa,24,1,0
340,270,Ashwini Angadi,25,2,0
341,271,Chaitra Poojary,35,2,0
342,271,Manasa Swamy,70,2,0
343,272,Ramya Poojary,71,2,0
344,273,Ravi Setty A,27,1,0
345,274,Sandeep Setty,60,1,0
346,275,Sunil Angadi,26,1,0
347,276,Mahesh Hiremath,73,1,0
348,277,Chaitra Iyer,40,2,0
349,278,Ayesha R,54,2,0
350,278,Basavaraj Jadhav,20,1,0
351,279,Netra Murthy,18,2,1
352,279,Karthik Desai,50,1,0
353,280,Roopa Acharya,52,2,0
354,280,Ganesh Rao,47,1,0
355,281,Manasa Setty,58,2,0
356,282,Madhu V,52,1,0
357,282,Mohan Nayak,49,1,0
358,283,Srinivas Ballal,38,1,0
359,283,Anil K,75,1,0
360,283,Meena S,73,2,0
361,284,Padma Murthy,70,2,0
362,285,Ashwini Reddy,42,2,0
363,286,Fathima Desai,49,2,0
364,287,Ayesha Kulkarni,79,2,0
365,288,Suresh Kumar,49,1,0
366,289,Chandru Jadhav,22,1,0
367,289,Manasa Hegde,24,2,0
368,290,Ganesh Kulkarni V,46,1,0
369,291,Shwetha Swamy,34,2,0
370,291,Fathima Gowda,17,2,0
371,292,Grace Pai,46,2,0
372,293,Sujatha Angadi,66,2,0
373,293,Sushma Rao,64,2,0
374,293,Mary Rao,26,2,0
375,294,Ganesh H,45,1,0
376,295,Nandini Gowda,39,2,0
377,296,Prasad Jadhav,78,1,0
378,296,Padma Nayak,67,2,0
379,297,Suresh Ballal,40,1,0
380,298,Ramesh Hanumanthappa S,26,1,0
381,299,Grace T,45,2,0
382,300,Bhavya Kulkarni,53,2,1
383,301,Mohan Hanumanthappa,45,1,0
384,302,Sunil Prasad,33,1,0
385,302,Umesh V,64,1,0
386,303,Chaitra Swamy,53,2,0
387,304,Ramesh Jadhav,66,1,0
388,305,Ramesh Hegde,22,1,0
389,306,Syed Shetty,18,1,0
390,307,Geetha S,62,2,0
391,307,Madhu Desai,41,1,0
392,308,Grace Kumar G,34,2,0
393,308,Grace Acharya,29,2,0
394,309,Deepa Poojary,33,2,0
395,310,Fathima Angadi N,79,2,0
396,311,Yogesh Jadhav H,49,1,0
397,312,Harish Reddy B,23,1,0
398,312,Ayesha Devaraj,27,2,0
399,312,Fathima Setty,43,2,0
400,313,Ravi R,40,1,0
401,314,Roopa Swamy G,32,2,0
402,315,Grace T,28,2,0
403,316,Yamuna Reddy,57,2,0
404,316,Srinivas Iyer,40,1,0
405,317,Thomas G,29,1,0
406,318,Mahesh Desai,57,1,0
407,319,Vishnu Nayak,61,1,0
408,320,Sushma Hiremath,73,2,0
409,321,Ayesha Swamy,69,2,0
410,322,Nandini Prasad,74,2,0
411,323,Rekha Hegde,55,2,0
412,324,Thomas Kumar,67,1,0
413,325,Netra Swamy,67,2,0
414,326,Rajesh Reddy,34,1,0
415,327,Rajesh R,42,1,0
416,328,Raghavendra L,38,1,0
417,328,Abdul Murthy,32,1,0
418,329,Deepak L,16,1,0
419,330,Vidya H,69,2,0
420,331,Lokesh Kumar,70,1,0
421,332,Umesh Swamy H,62,1,0
422,333,Santosh Kulkarni,55,1,0
423,333,Divya Poojary,60,2,0
424,334,Sushma Kamath,64,2,0
425,334,Ramesh Nayak,64,1,0
426,335,Ramesh Desai,66,1,0
427,335,Anil Hiremath,62,1,0
428,335,Deepak Acharya,47,1,0
429,336,Srinivas Iyer,60,1,0
430,337,Vidya Swamy,34,2,0
431,338,Kavya Hegde,43,2,0
432,339,Kiran Kori,31,1,0
433,339,Madhu R,60,1,0
434,340,Anitha M,35,2,0
435,341,Srinivas Pai,63,1,0
436,342,Nandini G,38,2,0
437,343,Kavya Patil,51,2,0
438,344,Mary Kumar P,26,2,0
439,345,Ayesha Poojary,23,2,0
440,346,Abdul Swamy,80,1,0
441,346,Grace Shetty,23,2,0
442,347,Shankar Angadi,20,1,0
443,348,Ravi Desai,26,1,0
444,349,Venkatesh H,26,1,0
445,349,Gopal Gowda,39,1,0
446,350,Shankar Murthy,40,1,0
447,351,Abdul Pai,64,1,0
448,352,Meena Pai,49,2,0
449,353,Chaitra Shetty V,72,2,0
450,354,Abdul Poojary,77,1,0
451,355,Venkatesh Poojary,22,1,0
452,356,Rohit Nayak,57,1,0
453,357,Vidya Patil,72,2,0
454,358,Sushma Biradar,36,2,0
455,359,Shankar V,51,1,0
456,360,Vidya Banakar K,62,2,0
457,361,Basavaraj Setty,71,1,0
458,362,Anitha Jadhav,18,2,0
459,363,Darshan Prasad,29,1,0
460,364,Darshan Bhat,68,1,0
461,365,Yamuna Hiremath,59,2,0
462,366,Manasa Nayak,26,2,0
463,367,Divya Hanumanthappa,59,2,0
464,368,Sushma Desai,27,2,0
465,368,Netra Setty,74,2,0
466,369,Naveen Kamath,59,1,0
467,370,Lokesh Murthy,28,1,0
468,370,David Hiremath,45,1,0
469,371,Syed Gowda,34,3,0
470,372,Sunitha Ballal,16,2,0
471,372,Vinay Nayak,56,1,0
472,372,Pooja L,76,2,0
473,373,Shivakumar Hanumanthappa,18,1,0
474,373,Prakash Acharya,21,1,0
475,373,Vinay M,69,1,0
476,374,Rajesh N,72,1,0
477,375,Yogesh Naik,64,1,0
478,376,Netra Gowda,76,2,0
479,376,Thomas D,21,1,0
480,377,Ashwini Patil,48,2,0
481,378,Roopa Nayak,17,2,0
482,379,Yogesh Hegde,25,1,0
483,380,Shwetha Shetty,58,2,0
484,380,David Nayak,27,1,0
485,381,Imran Reddy,38,1,0
486,382,Umesh Jadhav,36,1,0
487,383,Sahana Banakar,34,2,0
488,384,Basavaraj Bhat,26,1,0
489,385,Bhavya Hegde,47,2,0
490,386,Lakshmi Hegde,19,2,0
491,387,Prasad Kumar,77,1,0
492,388,Rekha Murthy,52,2,0
493,389,Mary Nayak,43,2,0
494,390,Rajesh Pai,78,1,0
495,391,Rajesh Naik,68,1,0
496,392,Thomas Hiremath L,38,1,0
497,393,Chandru Hanumanthappa,35,1,0
498,394,Roopa Angadi,43,2,0
499,395,David Biradar,69,1,0
500,396,Bharathi V,62,2,0
501,396,Roopa Pai,21,2,0
502,397,Geetha Swamy,59,2,0
503,398,Sujatha Ballal,78,2,0
504,399,Ramya Shetty,69,2,0
505,400,Padma Shetty,62,2,0
506,401,Netra Patil S,76,2,0
507,402,Geetha Pai,67,2,0
508,403,Syed Iyer,26,1,0
509,404,Mohan H,70,1,0
510,405,Deepa Rao,41,2,0
511,406,Mahesh Kumar D,46,1,0
512,407,Shivakumar Setty P,16,1,0
513,408,Bharathi Banakar,25,2,0
514,409,David Naik S,23,1,0
515,410,Vishnu Bhat A,38,1,0
516,411,Rohit Banakar,58,1,0
517,412,Raghavendra Banakar S,62,1,0
518,413,Umesh Setty,29,1,1
519,413,Fathima Desai,56,2,0
520,414,Rajesh Pai,71,1,0
521,415,Pooja Poojary,62,2,0
522,416,Imran Desai,56,1,0
523,417,Darshan Jadhav,32,1,0
524,418,Padma Kori,35,2,0
525,419,Padma Banakar,32,2,0
526,420,Sujatha Setty H,54,2,0
527,421,David Bhat S,32,1,0
528,422,Kiran N,26,1,0
529,423,Deepa Kulkarni P,78,2,0
530,424,Vidya Prasad,56,2,0
531,425,Mohan Hegde,50,1,0
532,426,Nandini Kori,72,2,0
533,427,Kiran Acharya,47,1,0
534,428,Deepak Pai R,63,1,0
535,429,Kiran Angadi,60,1,0
536,430,Padma Poojary,62,2,0
537,431,Harish Gowda,16,1,0
538,432,Sunitha Poojary,31,2,0
539,433,Chaitra L,65,2,0
540,434,Ayesha Angadi,29,2,0
541,435,Manasa Swamy,76,2,0
542,436,Sahana N,51,2,0
543,437,Ravi Kamath,65,1,0
544,438,Anil Shetty,28,1,0
545,438,Kiran L,55,1,0
546,438,Anitha Iyer,73,2,0
547,439,Chandru Rao,62,1,0
548,440,Rajesh Reddy,62,1,0
549,441,Abdul Banakar,62,1,0
550,441,Chaitra Pai,76,2,0
551,442,Sahana Hegde,45,2,0
552,443,Praveen Kori B,52,1,0
553,444,Nandini Ballal V,69,2,0
554,445,Anil Prasad,33,1,0
555,446,Mahesh Kulkarni,72,1,0
556,447,Shwetha Naik,27,2,0
557,448,Manjunath Hiremath,16,1,0
558,449,Abdul Shetty,56,1,0
559,450,Shivakumar N,30,1,0
560,450,Ravi Desai,51,1,0
561,451,Mohan Kamath S,31,1,0
562,452,Ashwini Nayak B,75,2,0
563,453,Srinivas Acharya,57,1,0
564,454,Padma Kori,69,2,0
565,455,Praveen Hanumanthappa,41,1,0
566,456,Grace Ballal,25,2,0
567,457,Kavya Murthy,32,2,0
568,458,Sujatha Swamy,27,2,0
569,459,Raghavendra Pai,57,1,0
570,460,Bharathi Reddy,64,2,0
571,460,Lokesh Kulkarni,76,1,0
572,460,Mahesh Swamy,33,1,0
573,461,Ashwini Gowda,58,2,0
574,462,Nandini Swamy,49,2,0
575,463,Vijay Banakar,21,1,0
576,464,Netra Poojary,70,2,0
577,465,Kavya Nayak,72,2,0
578,466,Ganesh Prasad,37,1,0
579,467,Kiran Gowda,29,1,0
580,468,Mary Angadi T,24,2,0
581,469,Karthik Shetty,72,1,0
582,470,Ramya D,33,2,0
583,471,Thomas Naik,80,3,0
584,471,Karthik Gowda K,36,1,0
585,472,Deepak Gowda,80,1,0
586,473,Praveen Hanumanthappa,30,1,0
587,474,Praveen Nayak B,61,1,0
588,475,Anil Ballal,36,1,0
589,476,Sahana Hanumanthappa,71,2,0
590,477,Lakshmi Banakar,16,2,0
591,478,Meena Desai,61,2,0
592,479,Padma P,65,2,0
593,480,Chandru Acharya P,41,1,0
594,480,David Hanumanthappa B,68,1,0
595,481,Pooja R,73,2,0
596,481,Sunil Hiremath,72,1,0
597,482,Vijay Devaraj P,74,1,0
598,482,Naveen H,38,1,0
599,483,Bharathi Angadi,33,2,0
600,484,Mary Desai,78,2,0
601,485,Mahesh Murthy,61,1,0
602,486,Manjunath Patil,74,1,0
603,486,Yamuna Biradar,57,2,0
604,487,Raghavendra Angadi,74,1,0
605,488,Ashok Angadi,79,1,0
606,489,Sunil A,49,1,0
607,490,Praveen Setty,47,1,0
608,491,Manjunath Acharya,57,3,0
609,492,Karthik Prasad,40,1,0
610,493,Shivakumar Acharya,59,1,0
611,494,Anitha Murthy,16,2,0
612,494,Ashok V,59,1,0
613,495,Ganesh Kulkarni,27,1,0
614,495,Karthik H,76,1,0
615,496,Netra V,67,2,0
616,497,Anil Hiremath,64,1,0
617,498,Uma M,68,2,0
618,499,Bharathi Angadi,27,2,0
619,499,Pooja A,27,2,0
620,500,Manasa Nayak,65,2,0
621,501,Ramesh Naik,55,1,0
622,501,Deepak K,21,1,0
623,501,David Kulkarni,79,1,0
624,502,Deepak Setty,72,1,0
625,503,Nandini A,29,2,0
626,504,Deepak Kamath,45,1,0
627,505,Thomas R,67,1,0
628,505,Ashok Kulkarni,80,1,0
629,505,Vijay Ballal,69,1,0
630,506,Anil Hegde,77,1,0
631,506,Suresh H,49,1,0
632,507,Anitha Kumar,78,2,0
633,508,Sowmya A,70,2,0
634,509,Sahana Nayak,61,2,0
635,510,Deepak Swamy,45,1,0
636,510,Grace L,61,2,0
637,511,Ashok H,30,1,0
638,512,Geetha Kumar,43,2,0
639,513,Yamuna Shetty,27,2,0
640,514,Nandini Poojary A,76,2,0
641,515,Ayesha Ballal G,16,2,0
642,515,Manjunath Hiremath,22,1,0
643,516,Madhu Acharya,42,1,0
644,517,Harish Setty,34,1,0
645,518,Nandini Setty,59,2,0
646,519,Vijay Bhat,24,1,0
647,520,Ashwini Prasad,48,2,0
648,521,Arun Bhat,54,1,0
649,521,Karthik Poojary,52,1,0
650,522,Sunil Banakar,67,1,0
651,522,Pooja Pai,61,2,0
652,523,Rohit Angadi B,50,1,0
653,523,Vishnu Hiremath,34,1,0
654,523,Mahesh Setty,29,1,1
655,524,Grace Swamy,55,2,0
656,525,Uma S,57,2,1
657,526,Fathima Banakar,30,2,0
658,526,Rajesh Hegde,32,1,0
659,527,Netra Jadhav,41,2,0
660,528,Ramya L,45,2,0
661,529,Ravi Bhat,55,1,0
662,530,Venkatesh Naik,38,1,0
663,531,Santosh Kulkarni L,46,1,0
664,532,Grace Acharya,41,2,1
665,533,Divya Kulkarni,58,2,0
666,534,Sujatha Jadhav,54,2,0
667,535,Bharathi Swamy A,38,2,0
668,536,Ramesh Pai K,40,1,0
669,537,Gopal H,62,1,0
670,538,Yamuna Bhat,18,2,0
671,539,Sahana Setty,26,2,0
672,539,Sowmya Kamath,34,2,0
673,540,Sunil Hanumanthappa,71,1,0
674,541,Padma Setty A,63,2,0
675,541,Roopa Nayak,30,2,0
676,542,Pooja Reddy,73,2,0
677,542,Kiran Biradar,35,1,0
678,543,Deepak Poojary,22,1,0
679,543,Chaitra Setty K,67,2,0
680,544,Prasad L,42,1,0
681,544,Geetha Hegde,66,2,0
682,545,Syed Kori,45,1,0
683,546,Deepak Kamath,45,1,0
684,547,Netra Desai,67,2,0
685,547,Kavya M,40,2,0
686,547,Grace Swamy,38,2,0
687,548,Nagaraj Rao,32,1,0
688,549,Umesh A,31,1,0
689,550,Ashwini Reddy,63,2,1
690,550,Umesh Swamy,26,1,0
691,550,Deepa B,54,2,0
692,551,Vinay Ballal,30,1,0
693,552,Imran Kulkarni,50,1,0
694,553,Gopal Patil M,64,1,0
695,554,Prasad Bhat,57,1,0
696,555,Padma Pai,27,2,0
697,555,Bharathi Jadhav T,21,2,0
698,556,Uma Kumar,51,2,0
699,557,Rohit Kumar,59,1,0
700,558,Rajesh Acharya,56,1,0
701,559,Geetha Iyer,21,2,0
702,560,Deepak H,21,1,0
703,560,Kavya Gowda,38,2,0
704,561,Vishnu Iyer,44,1,0
705,562,Grace Devaraj S,19,2,0
706,563,Gopal Hegde,68,1,0
707,564,Raghavendra Pai,66,1,0
708,565,Sunitha H,79,2,0
709,566,Rohit Hanumanthappa,50,1,0
710,567,Ayesha Kulkarni,76,2,0
711,568,Yogesh Murthy,57,1,0
712,568,Lakshmi Nayak,68,2,0
713,569,Srinivas Rao,76,1,0
714,570,Umesh M,61,1,0
715,571,Harish Swamy,32,1,0
716,572,Ramesh Kumar,33,1,0
717,573,Santosh Setty,30,1,0
718,574,Vishnu A,43,1,0
719,575,Sunil Devaraj P,32,1,0
720,576,Manasa Nayak L,23,2,0
721,576,Naveen Shetty A,62,1,0
722,577,Prasad A,49,1,0
723,578,Bharathi Iyer K,62,2,0
724,578,Sowmya Acharya,55,2,0
725,579,Venkatesh Hiremath A,30,1,0
726,580,Naveen Desai,35,1,0
727,581,Sowmya Kori,39,2,0
728,582,Thomas Iyer,36,1,0
729,583,Mohan Ballal,27,1,0
730,584,Santosh K,52,1,1
731,585,Harish Hiremath,47,1,0
732,586,Ravi Prasad,70,1,0
733,587,Raghavendra Pai,57,1,0
734,588,Sujatha Nayak,76,2,0
735,589,Madhu Swamy,28,1,0
736,590,Kavya Gowda,32,2,0
737,591,Kavya Murthy,28,2,0
